epoch,task,expert,mean_probability,mean_entropy,normalized_entropy,global_expert_utilization
1,ranking,interest,0.041110649704933167,0.7321678757667541,0.5281474817334514,0.21663832440972328
1,ranking,consumption,0.2996848225593567,0.7321678757667541,0.5281474817334514,0.3207559734582901
1,ranking,positive,0.610707700252533,0.7321678757667541,0.5281474817334514,0.32042891457676886
1,ranking,shared,0.04849686846137047,0.7321678757667541,0.5281474817334514,0.1421768244355917
1,click,interest,0.8365128636360168,0.32108049988746645,0.23161062245689862,0.21663832440972328
1,click,consumption,0.12602438032627106,0.32108049988746645,0.23161062245689862,0.3207559734582901
1,click,positive,0.02203516662120819,0.32108049988746645,0.23161062245689862,0.32042891457676886
1,click,shared,0.01542760618031025,0.32108049988746645,0.23161062245689862,0.1421768244355917
1,long_view,interest,0.10455017536878586,0.743617594242096,0.5364067077654266,0.21663832440972328
1,long_view,consumption,0.30225375294685364,0.743617594242096,0.5364067077654266,0.3207559734582901
1,long_view,positive,0.5116729140281677,0.743617594242096,0.5364067077654266,0.32042891457676886
1,long_view,shared,0.08152319490909576,0.743617594242096,0.5364067077654266,0.1421768244355917
1,like,interest,0.042775362730026245,0.6166226387023925,0.44479921147790435,0.21663832440972328
1,like,consumption,0.5583378076553345,0.6166226387023925,0.44479921147790435,0.3207559734582901
1,like,positive,0.02649213746190071,0.6166226387023925,0.44479921147790435,0.32042891457676886
1,like,shared,0.37239474058151245,0.6166226387023925,0.44479921147790435,0.1421768244355917
1,profile,interest,0.058242570608854294,0.8374019265174866,0.6040578033088211,0.21663832440972328
1,profile,consumption,0.31747910380363464,0.8374019265174866,0.6040578033088211,0.3207559734582901
1,profile,positive,0.4312366545200348,0.8374019265174866,0.6040578033088211,0.32042891457676886
1,profile,shared,0.19304171204566956,0.8374019265174866,0.6040578033088211,0.1421768244355917
2,ranking,interest,0.02788008563220501,0.6063326239585877,0.4373765348571236,0.1315061066299677
2,ranking,consumption,0.21900096535682678,0.6063326239585877,0.4373765348571236,0.338730588555336
2,ranking,positive,0.7182939052581787,0.6063326239585877,0.4373765348571236,0.39656478837132453
2,ranking,shared,0.03482503443956375,0.6063326239585877,0.4373765348571236,0.13319850526750088
2,click,interest,0.42443403601646423,0.6731260895729065,0.48555783565990623,0.1315061066299677
2,click,consumption,0.21638087928295135,0.6731260895729065,0.48555783565990623,0.338730588555336
2,click,positive,0.3392500877380371,0.6731260895729065,0.48555783565990623,0.39656478837132453
2,click,shared,0.019934972748160362,0.6731260895729065,0.48555783565990623,0.13319850526750088
2,long_view,interest,0.12444841861724854,0.7504463911056518,0.5413326434505717,0.1315061066299677
2,long_view,consumption,0.28379198908805847,0.7504463911056518,0.5413326434505717,0.338730588555336
2,long_view,positive,0.4910346567630768,0.7504463911056518,0.5413326434505717,0.39656478837132453
2,long_view,shared,0.10072493553161621,0.7504463911056518,0.5413326434505717,0.13319850526750088
2,like,interest,0.03333630412817001,0.6071168184280396,0.43794221159320895,0.1315061066299677
2,like,consumption,0.5831863880157471,0.6071168184280396,0.43794221159320895,0.338730588555336
2,like,positive,0.030262921005487442,0.6071168184280396,0.43794221159320895,0.39656478837132453
2,like,shared,0.3532143831253052,0.6071168184280396,0.43794221159320895,0.13319850526750088
2,profile,interest,0.047431688755750656,0.7840105533599854,0.5655440686685315,0.1315061066299677
2,profile,consumption,0.3912927210330963,0.7840105533599854,0.5655440686685315,0.338730588555336
2,profile,positive,0.40398237109184265,0.7840105533599854,0.5655440686685315,0.39656478837132453
2,profile,shared,0.1572932004928589,0.7840105533599854,0.5655440686685315,0.13319850526750088
3,ranking,interest,0.022295035421848297,0.52867511510849,0.3813584834042102,0.10787116177380085
3,ranking,consumption,0.1921667903661728,0.52867511510849,0.3813584834042102,0.3283553645014763
3,ranking,positive,0.7611119151115417,0.52867511510849,0.3813584834042102,0.4651009928435087
3,ranking,shared,0.02442627213895321,0.52867511510849,0.3813584834042102,0.0986725065857172
3,click,interest,0.3251509368419647,0.6447981476783753,0.46512354501499076,0.10787116177380085
3,click,consumption,0.10525699704885483,0.6447981476783753,0.46512354501499076,0.3283553645014763
3,click,positive,0.5462340116500854,0.6447981476783753,0.46512354501499076,0.4651009928435087
3,click,shared,0.02335810288786888,0.6447981476783753,0.46512354501499076,0.0986725065857172
3,long_view,interest,0.13163922727108002,0.7350839853286744,0.5302510101352871,0.10787116177380085
3,long_view,consumption,0.24735955893993378,0.7350839853286744,0.5302510101352871,0.3283553645014763
3,long_view,positive,0.5490042567253113,0.7350839853286744,0.5302510101352871,0.4651009928435087
3,long_view,shared,0.07199700176715851,0.7350839853286744,0.5302510101352871,0.0986725065857172
3,like,interest,0.03777090460062027,0.5749576210975647,0.4147442543393861,0.10787116177380085
3,like,consumption,0.6886228919029236,0.5749576210975647,0.4147442543393861,0.3283553645014763
3,like,positive,0.02537778578698635,0.5749576210975647,0.4147442543393861,0.4651009928435087
3,like,shared,0.24822843074798584,0.5749576210975647,0.4147442543393861,0.0986725065857172
3,profile,interest,0.022499704733490944,0.684807825088501,0.49398442660856856,0.10787116177380085
3,profile,consumption,0.40837058424949646,0.684807825088501,0.49398442660856856,0.3283553645014763
3,profile,positive,0.4437769949436188,0.684807825088501,0.49398442660856856,0.4651009928435087
3,profile,shared,0.12535272538661957,0.684807825088501,0.49398442660856856,0.0986725065857172
4,ranking,interest,0.016366615891456604,0.47568255066871645,0.34313242844358516,0.08859851621091366
4,ranking,consumption,0.18405033648014069,0.47568255066871645,0.34313242844358516,0.31672928780317305
4,ranking,positive,0.7821312546730042,0.47568255066871645,0.34313242844358516,0.5005096465349197
4,ranking,shared,0.017451807856559753,0.47568255066871645,0.34313242844358516,0.09416257292032242
4,click,interest,0.2262859344482422,0.5746289610862731,0.4145071762551717,0.08859851621091366
4,click,consumption,0.08415616303682327,0.5746289610862731,0.4145071762551717,0.31672928780317305
4,click,positive,0.658125102519989,0.5746289610862731,0.4145071762551717,0.5005096465349197
4,click,shared,0.03143277019262314,0.5746289610862731,0.4145071762551717,0.09416257292032242
4,long_view,interest,0.1333690732717514,0.7476603388786316,0.5393229315847818,0.08859851621091366
4,long_view,consumption,0.25643107295036316,0.7476603388786316,0.5393229315847818,0.31672928780317305
4,long_view,positive,0.5374256372451782,0.7476603388786316,0.5393229315847818,0.5005096465349197
4,long_view,shared,0.07277422398328781,0.7476603388786316,0.5393229315847818,0.09416257292032242
4,like,interest,0.04154317453503609,0.6251540184020996,0.45095330107025844,0.08859851621091366
4,like,consumption,0.6785908937454224,0.6251540184020996,0.45095330107025844,0.31672928780317305
4,like,positive,0.03358642756938934,0.6251540184020996,0.45095330107025844,0.5005096465349197
4,like,shared,0.24627958238124847,0.6251540184020996,0.45095330107025844,0.09416257292032242
4,profile,interest,0.02542778290808201,0.7363546133041382,0.5311675744747952,0.08859851621091366
4,profile,consumption,0.38041797280311584,0.7363546133041382,0.5311675744747952,0.31672928780317305
4,profile,positive,0.49127981066703796,0.7363546133041382,0.5311675744747952,0.5005096465349197
4,profile,shared,0.10287448018789291,0.7363546133041382,0.5311675744747952,0.09416257292032242
5,ranking,interest,0.015380816534161568,0.42899478077888487,0.3094543213984726,0.06214333698153496
5,ranking,consumption,0.16098129749298096,0.42899478077888487,0.3094543213984726,0.3016940802335739
5,ranking,positive,0.806460976600647,0.42899478077888487,0.3094543213984726,0.5243317503482103
5,ranking,shared,0.01717698574066162,0.42899478077888487,0.3094543213984726,0.11183087974786758
5,click,interest,0.12906771898269653,0.5298694372177124,0.38222000469630985,0.06214333698153496
5,click,consumption,0.0979267954826355,0.5298694372177124,0.38222000469630985,0.3016940802335739
5,click,positive,0.7344124913215637,0.5298694372177124,0.38222000469630985,0.5243317503482103
5,click,shared,0.03859303146600723,0.5298694372177124,0.38222000469630985,0.11183087974786758
5,long_view,interest,0.10213636606931686,0.7450362205505371,0.537430030335458,0.06214333698153496
5,long_view,consumption,0.20725606381893158,0.7450362205505371,0.537430030335458,0.3016940802335739
5,long_view,positive,0.6060789823532104,0.7450362205505371,0.537430030335458,0.5243317503482103
5,long_view,shared,0.08452868461608887,0.7450362205505371,0.537430030335458,0.11183087974786758
5,like,interest,0.035298239439725876,0.576543927192688,0.4158885323077693,0.06214333698153496
5,like,consumption,0.7166392803192139,0.576543927192688,0.4158885323077693,0.3016940802335739
5,like,positive,0.02938465215265751,0.576543927192688,0.4158885323077693,0.5243317503482103
5,like,shared,0.21867786347866058,0.576543927192688,0.4158885323077693,0.11183087974786758
5,profile,interest,0.02883354388177395,0.7762288451194763,0.5599307527244178,0.06214333698153496
5,profile,consumption,0.32566696405410767,0.7762288451194763,0.5599307527244178,0.3016940802335739
5,profile,positive,0.445321649312973,0.7762288451194763,0.5599307527244178,0.5243317503482103
5,profile,shared,0.20017783343791962,0.7762288451194763,0.5599307527244178,0.11183087974786758
